title,productor
"C'era una volta il West","Rafran Cinematografica"
"C'era una volta il West","Finanzia San Marco"
"Made","Artisan Entertainment"
"Moon","Liberty Films UK"
"Moon","Lunar Industries"
"Moon","Xingu Films"
"Moon","Limelight Fund"
"The Sweet Hereafter","Fine Line Features"
"The Sweet Hereafter","Alliance Communications"
"Des hommes et des dieux","Why Not Productions"
"Des hommes et des dieux","Armada Films"
"Des hommes et des dieux","France Télévision"
"Des hommes et des dieux","Cinémage 4"
"Des hommes et des dieux","Cofinova 6"
"Des hommes et des dieux","Soficinéma 6"
"Bottle Shock","Zininsa Film Production"
"Bottle Shock","Intellectual Properties Worldwide"
"Heavenly Creatures","WingNut Films"
"Heavenly Creatures","Miramax Films"
"Heavenly Creatures","New Zealand Film Commission"
"Heavenly Creatures","Fontana Productions"
"90 Minutes in Heaven","Emmett/Furla Films"
"90 Minutes in Heaven","Giving Films"
"Everything Must Go","Birdsong Pictures"
"Everything Must Go","IM Global"
"Zero Effect","Castle Rock Entertainment"
"Zero Effect","Columbia Pictures Corporation"
"Zero Effect","Manifest Film Company"
"The Machinist","Filmax Entertainment"
"The Machinist","Castelao Producciones"
"The Machinist","Canal+ España"
"The Machinist","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"The Machinist","ICF"
"Light Sleeper","Fine Line Features"
"Light Sleeper","Live Entertainment"
"Light Sleeper","Seven Arts"
"Light Sleeper","Carolco Pictures"
"Kill the Messenger","The Combine"
"Kill the Messenger","Bluegrass Films"
"Rabbit Hole","Olympus Pictures"
"Party Monster","ContentFilm"
"Green Room","Film Science"
"Green Room","Broad Green Pictures"
"The Oh in Ohio","Cold Iron Pictures"
"The Oh in Ohio","Ambush Entertainment"
"The Oh in Ohio","AV Club, The"
"Bottle Rocket","Gracie Films"
"Bottle Rocket","Columbia Pictures Corporation"
"Albino Alligator","Miramax Films"
"Albino Alligator","Albino Alligator Productions"
"Standard Operating Procedure","Sony Pictures Classics"
"Out of the Blue","Robson Street"
"Tucker and Dale vs Evil","Eden Rock Media"
"Tycoon","RKO Radio Pictures"
"Desert Blue","Ignite Entertainment"
"Desert Blue","HSX Films"
"The Visit","Blumhouse Productions"
"The Visit","Blinding Edge Pictures"
"Redacted","HDNet Films"
"Redacted","The Film Farm"
"Fascination","Quality Films Entertainment"
"Area 51","Insurge Pictures"
"Mientras duermes","Filmax Entertainment"
"Mientras duermes","Castelao Producciones"
"Mientras duermes","Cubica"
"The Cottage","Isle of Man Film"
"The Cottage","UK Film Council"
"The Cottage","Screen Yorkshire"
"The Cottage","Steel Mill Pictures"
"Farce of the Penguins","FOTP Productions"
"Rudderless","Unified Pictures"
"Rudderless","Amberdale Productions"
"Rudderless","Tee Rob Pictures"
"Henry & Me","Henry & Me Productions"
"Christmas Eve","Unstuck"
"We Have Your Husband","Johnson Production Group"
"We Have Your Husband","Silver Screen Pictures"
"Dying of the Light","TinRes Entertainment"
"Dying of the Light","Over Under Media"
"Born Of War","Jewson Film"
"Born Of War","Born of War"
"Capricorn One","Associated General Films"
"Capricorn One","Incorporated Television Company (ITC)"
"Should've Been Romeo","Phillybrook Films"
"Running Forever","New Kingdom Pictures"
"Yoga Hosers","Invincible Pictures Corp."
"Yoga Hosers","Abbolita Productions"
"Yoga Hosers","Destro Films"
"Navy Seals vs. Zombies","Hollywood Media Bridge"
"Navy Seals vs. Zombies","Throne Productions"
"Soul Kitchen","Corazón International"
"Soul Kitchen","Biograf Jan Svěrák"
"Sling Blade","Miramax Films"
"The Awakening","BBC Films"
"The Awakening","Studio Canal"
"The Awakening","Creative Scotland"
"The Awakening","Origin Pictures"
"The Awakening","Lipsync Productions"
"Hostel","International Production Company"
"Hostel","Raw Nerve"
"Hostel","Lionsgate"
"Hostel","Next Entertainment"
"Hostel","Screen Gems"
"Hostel","Hostel LLC"
"A Cock and Bull Story","Revolution Films"
"A Cock and Bull Story","BBC Films"
"A Cock and Bull Story","Baby Cow Productions"
"A Cock and Bull Story","EM Media"
"A Cock and Bull Story","Scion Films"
"A Cock and Bull Story","East Midlands Media Initiative"
"Take Shelter","Hydraulx"
"Take Shelter","REI Capital"
"Take Shelter","Grove Hill Productions"
"Take Shelter","Strange Matter Films"
"Lady in White","New Sky Communications Inc."
"Let's Kill Ward's Wife","Lost Rhino Films"
"The Texas Chainsaw Massacre 2","Cannon Films"
"Pat Garrett & Billy the Kid","Metro-Goldwyn-Mayer (MGM)"
"Only God Forgives","Gaumont"
"Only God Forgives","Wild Bunch"
"Only God Forgives","Bold Films"
"Only God Forgives","Film i Väst"
"Only God Forgives","A Grand Elephant"
"Dear Frankie","Scottish Screen"
"Dear Frankie","Pathé Pictures International"
"Dear Frankie","UK Film Council"
"Dear Frankie","Inside Track Productions"
"Dear Frankie","Sigma Films"
"Dear Frankie","Scorpio Films"
"All Hat","New Real Films"
"Le Nom des gens","Canal+"
"Le Nom des gens","TPS Star"
"Le Nom des gens","Delante Films"
"Le Nom des gens","TF1 Droits Audiovisuels"
"Treading Water","Rhombus Media"
"Treading Water","Mecanismo Films"
"Treading Water","Redrum"
"Savage Grace","Celluloid Dreams"
"Savage Grace","Killer Films"
"Savage Grace","John Wells Productions"
"Savage Grace","Montfort Producciones"
"Police Academy","Warner Bros."
"Police Academy","The Ladd Company"
"The Blue Lagoon","Columbia Pictures Corporation"
"Four Weddings and a Funeral","Channel Four Films"
"Four Weddings and a Funeral","PolyGram Filmed Entertainment"
"Four Weddings and a Funeral","Working Title Films"
"Fast Times at Ridgemont High","Universal Pictures"
"Fast Times at Ridgemont High","Refugee Films"
"Moby Dick","Warner Bros."
"Moby Dick","Moulin Productions Inc."
"25th Hour","40 Acres & A Mule Filmworks"
"25th Hour","Touchstone Pictures"
"Bound","Dino De Laurentiis Company"
"Bound","Spelling Films"
"Requiem for a Dream","Artisan Entertainment"
"State Fair","Twentieth Century Fox Film Corporation"
"Tango, no me dejes nunca","Adela Pictures"
"Salvador","Hemdale Film"
"Moms' Night Out","TriStar Pictures"
"Moms' Night Out","Provident Films"
"Moms' Night Out","Pure Flix Entertainment"
"Moms' Night Out","Affirm Films"
"Moms' Night Out","FourBoys Entertainment"
"Donnie Darko","Pandora Cinema"
"Donnie Darko","Flower Films"
"Donnie Darko","Adam Fields Productions"
"Karakter","First Floor Features"
"Karakter","Almerica Films"
"Spun","Muse Productions"
"Spun","Brink Films"
"Spun","Silver Nitrate"
"Life During Wartime","Werc Werk Works"
"Nannerl, la soeur de Mozart","Les Films Alyne"
"Mean Machine","SKA Films"
"Blackthorn","Quickfire Films"
"Blackthorn","Televisión Española (TVE)"
"Blackthorn","Arcadia Motion Pictures"
"Blackthorn","Noodles Production"
"Blackthorn","Canal+ España"
"Blackthorn","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"Blackthorn","Instituto de Crédito Oficial (ICO)"
"Blackthorn","ONO"
"Blackthorn","Ariane Mararía Films"
"Blackthorn","Nix Films"
"Blackthorn","Eter Pictures"
"Blackthorn","Manto Films"
"Blackthorn","Pegaso Producciones"
"Blackthorn","Ibermedia European Community Program"
"Blackthorn","Audiovisual Aval SGR"
"Lilja 4-Ever","Det Danske Filminstitut"
"Lilja 4-Ever","Memfis Film"
"Lilja 4-Ever","Film i Väst"
"After.Life","Plum Pictures"
"After.Life","Harbor Light Entertainment"
"After.Life","Lleju Productions"
"One Flew Over the Cuckoo's Nest","United Artists"
"One Flew Over the Cuckoo's Nest","Fantasy Films"
"One Flew Over the Cuckoo's Nest","Warner Bros."
"Silent Movie","Crossbow Productions"
"Airlift","T-Series"
"Airlift","Hari Om Entertainment Co."
"Airlift","Cape Of Good Films"
"Anne of Green Gables","Sullivan Entertainment"
"Falcon Rising","Strohberry Films"
"The Sweeney","Vertigo Films"
"The Sweeney","Exponential Films"
"The Sweeney","Embargo Films"
"Sexy Beast","Fox Searchlight Pictures"
"Sexy Beast","Kanzaman"
"Sexy Beast","Filmfour"
"Sexy Beast","Recorded Picture Company (RPC)"
"Snabba Cash","Tre Vänner Produktion AB"
"Snabba Cash","Swedish Film Institute"
"Snabba Cash","Film i Väst"
"Whale Rider","South Pacific Pictures"
"Paa","A B Corp"
"Cargo","Telepool"
"Cargo","Atlantis Pictures"
"Cargo","Schweizerische Radio- und Fernsehgesellschaft (SRG)"
"Cargo","Ascot Elite Entertainment Group"
"Cargo","Egli Film"
"Cargo","Teleclub AG"
"Cargo","Centauri Media"
"High School Musical","Disney Channel"
"Love and Death on Long Island","Arts Council of England"
"Love and Death on Long Island","British Broadcasting Corporation (BBC)"
"Love and Death on Long Island","British Screen Productions"
"The Crying Game","Miramax Films"
"The Crying Game","Channel Four Films"
"The Crying Game","Palace Pictures"
"The Crying Game","Nippon Film Development and Finance Inc."
"The Crying Game","Eurotrustees"
"The Crying Game","British Screen Productions"
"Porky's","Melvin Simon Productions"
"Porky's","Astral Bellevue Pathé"
"Survival of the Dead","Devonshire Productions"
"Survival of the Dead","Artfire Films"
"Survival of the Dead","New Romero"
"Survival of the Dead","Sudden Storm Productions"
"Survival of the Dead","Blank of the Dead Productions"
"Night of the Living Dead","Laurel Group"
"Night of the Living Dead","Off Color Films"
"Night of the Living Dead","Image Ten"
"Night of the Living Dead","Market Square Productions"
"Lost in Translation","American Zoetrope"
"Annie Hall","United Artists"
"The Greatest Show on Earth","Paramount Pictures"
"Monster's Ball","Lions Gate Films"
"Monster's Ball","Lee Daniels Entertainment"
"Maggie","Lionsgate"
"Maggie","Grindstone Entertainment Group"
"Maggie","Silver Reel"
"Maggie","Sly Predator"
"Maggie","Matt Baer Films"
"Maggie","Gold Star Films"
"Maggie","Lotus Entertainment (I)"
"Leaving Las Vegas","United Artists"
"Leaving Las Vegas","Intial Productions"
"Hansel and Gretel Get Baked","Tribeca Productions"
"The Front Page","Universal Studios"
"The Boy Next Door","Universal Pictures"
"The Boy Next Door","Nuyorican Productions"
"The Boy Next Door","Blumhouse Productions"
"The Boy Next Door","Smart Entertainment"
"Trapeze","Joanna Productions"
"The Kids Are All Right","Mandalay Vision"
"The Kids Are All Right","10th Hole Productions"
"The Kids Are All Right","Focus Features"
"The Kids Are All Right","Gilbert Films"
"The Kids Are All Right","Saint Aire Production"
"The Kids Are All Right","Artist International"
"The Kids Are All Right","Antidote Films (I)"
"The Kids Are All Right","Artist International Management"
"They Live","Universal Pictures"
"They Live","Alive Films"
"They Live","Larry Franco Productions"
"The Great Escape","United Artists"
"The Great Escape","The Mirisch Corporation"
"The Last Exorcism Part II","StudioCanal"
"The Last Exorcism Part II","CBS Films"
"Boyhood","IFC Films"
"Boyhood","Detour Filmproduction"
"Scoop","BBC Films"
"Scoop","Ingenious Film Partners"
"Scoop","Ingenious Media"
"Scoop","Perdido Prod."
"The Wash","Lionsgate"
"The Cooler","ContentFilm"
"The Cooler","Pierce/Williams Entertainment"
"The Misfits","United Artists"
"The Misfits","Seven Arts Productions"
"The Night Listener","Miramax Films"
"The Night Listener","IFC Films"
"The Night Listener","Fortissimo Films"
"The Jerky Boys","Caravan Pictures"
"The Jerky Boys","Touchstone Pictures"
"El orfanato","Wild Bunch"
"El orfanato","Telecinco"
"El orfanato","Telecinco Cinema"
"El orfanato","Televisió de Catalunya TV3"
"El orfanato","Esta Vivo! Laboratorio de Nuevos Talentos"
"El orfanato","Grupo Rodar"
"El orfanato","Rodar y Rodar Cine y Televisión"
"El orfanato","Warner Bros. Pictures de España"
"A Haunted House 2","Automatik Entertainment"
"A Haunted House 2","Open Road Films"
"The Rules of Attraction","Kingsgate Films"
"Topaz","Universal Pictures"
"Let's Go to Prison","Universal Pictures"
"Four Rooms","Miramax Films"
"Four Rooms","A Band Apart"
"Secretary","Slough Pond"
"Secretary","double A Films"
"Talk Radio","Cineplex-Odeon Films"
"Talk Radio","Ten-Four Productions"
"Waiting for Guffman","Sony Pictures Classics"
"Waiting for Guffman","Castle Rock Entertainment"
"Waiting for Guffman","Pale Morning Dun"
"Waiting for Guffman","All Night Productions"
"You Kill Me","Echo Lake Productions"
"You Kill Me","Bi-polar Pictures"
"You Kill Me","Code Entertainment"
"You Kill Me","Independent Film Group"
"You Kill Me","Carol Baum Productions"
"You Kill Me","Dillinger Productions"
"You Kill Me","Green Tulip Productions"
"Thumbsucker","Sony Pictures Classics"
"Thumbsucker","Bob Yari Productions"
"Red State","The Harvey Boys"
"Red State","NVSH Productions"
"Red State","Phase 4 Films"
"Mirrormask","Destination Films"
"Mirrormask","Jim Henson Company, The"
"Samsara","Magidson Films"
"The Barbarians","Cannon Films"
"The Art of Getting By","Goldcrest Films International"
"The Art of Getting By","Atlantic Pictures"
"The Art of Getting By","Gigi Productions"
"Zipper","Protozoa Pictures"
"Zipper","Cargo Entertainment"
"Zipper","33 Pictures"
"Poolhall Junkies","Gold Circle Films"
"The Loss of Sexual Innocence","Summit Entertainment"
"The Loss of Sexual Innocence","Newmarket Capital Group"
"The Loss of Sexual Innocence","Red Mullet Productions"
"Holy Motors","Pandora Filmproduktion"
"Holy Motors","Canal+"
"Joe","Worldview Entertainment"
"Joe","Muskat Filmed Properties"
"Joe","Dreambridge Films"
"Joe","Rough House Pictures"
"Shooting Fish","Arts Council of England"
"Shooting Fish","National Lottery"
"Shooting Fish","Gruber Bros."
"Shooting Fish","Tomboy Films"
"Shooting Fish","Winchester Multimedia PLC"
"Prison","Empire Pictures"
"Psycho Beach Party","New Oz Productions"
"Psycho Beach Party","Red Horse Films"
"Trust","Nu Image Films"
"Trust","Millennium Films"
"Trust","Dark Harbor Stories"
"An Everlasting Piece","Columbia Pictures"
"An Everlasting Piece","DreamWorks SKG"
"An Everlasting Piece","Baltimore Spring Creek Productions"
"An Everlasting Piece","Bayahibe Films Ltd."
"Among Giants","Arts Council of England"
"Among Giants","British Broadcasting Corporation (BBC)"
"Among Giants","British Screen Productions"
"Adore","Gaumont"
"Adore","Ciné@"
"Adore","Canal+"
"Adore","Screen Australia"
"Adore","Screen NSW"
"Adore","France Télévisions"
"Adore","France 2 Cinéma"
"Adore","Hopscotch Features"
"Adore","Mon Voisin Productions"
"The Velocity of Gary","Ventanarosa Productions"
"The Velocity of Gary","Cineville"
"The Velocity of Gary","Columbia TriStar Home Video"
"The Velocity of Gary","Dan Lupovitz Productions"
"Los lunes al sol","Vía Digital"
"Los lunes al sol","Eurimages"
"Los lunes al sol","Continental Producciones"
"Los lunes al sol","Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)"
"Los lunes al sol","Televisión de Galicia (TVG) S.A."
"Los lunes al sol","Antena 3 Televisión"
"Los lunes al sol","Sogepaq"
"Los lunes al sol","Elías Querejeta Producciones Cinematográficas S.L."
"Los lunes al sol","Mediapro"
"Los lunes al sol","Quo Vadis Cinéma"
"Los lunes al sol","Eyescreen S.r.l."
"Stake Land","Glass Eye Pix"
"Stake Land","Belladonna Productions"
"Stake Land","Off Hollywood Pictures"
"The Last Time I Committed Suicide","Tapestry Films"
"The Last Time I Committed Suicide","The Kushner-Locke Company"
"The Last Time I Committed Suicide","Bates Entertainment"
"Praia do Futuro","Coração da Selva"
"Praia do Futuro","Hank Levine Film"
"Praia do Futuro","Detailfilm"
"Praia do Futuro","Watchmen Productions"
"Another Happy Day","Filmula"
"A Lonely Place to Die","Carnaby International"
"A Lonely Place to Die","Molinare Studios"
"A Lonely Place to Die","Eigerwand Pictures"
"1776","Columbia Pictures Corporation"
"Inescapable","IFC Films"
"Inescapable","Myriad Pictures"
"Inescapable","Alliance Films"
"Hell's Angels","The Caddo Company"
"The Veil","Blumhouse Productions"
"The Loved Ones","Omnilab Media"
"The Loved Ones","Ambience Entertainment"
"The Loved Ones","Screen Australia"
"The Loved Ones","Film Victoria"
"The Helpers","Brian Barrett Pictures"
"How to Fall in Love","Annuit Coeptis Entertainment Inc."
"How to Fall in Love","Annuit Coeptis Entertainment II"
"The Perfect Wave","Divine Inspiration, The Fabulous Boomtown Boys"
"A Man for All Seasons","Columbia Pictures Corporation"
"A Man for All Seasons","Highland Films"
"Network","United Artists"
"Network","Metro-Goldwyn-Mayer (MGM)"
"Gone with the Wind","Selznick International Pictures"
"Gone with the Wind","Metro-Goldwyn-Mayer (MGM)"
"Desert Dancer","Head Gear Films"
"Desert Dancer","Lipsync Productions"
"Desert Dancer","May 13 Films"
"Desert Dancer","CrossDay Productions Ltd."
"Desert Dancer","Morocco Film Assistance"
"Major Dundee","Columbia Pictures Corporation"
"Major Dundee","Jerry Bresler Productions"
"Annie Get Your Gun","Metro-Goldwyn-Mayer (MGM)"
"Four Lions","Film4"
"Four Lions","Drafthouse Films"
"Four Lions","Warp Films"
"Four Lions","Wild Bunch Distribution"
"Defendor","Alliance Films"
"Defendor","Darius Films"
"Defendor","Insight Film Releasing"
"The Pirate","Metro-Goldwyn-Mayer (MGM)"
"The Good Heart","Nimbus Film Productions"
"The History Boys","DNA Films"
"The History Boys","BBC Films"
"The History Boys","UK Film Council"
"Midnight Cowboy","United Artists"
